run_accession,sample_accession,experiment_accession,study_accession,tax_id,scientific_name,walker_taxon,strain,comid,library_name,fastq_ftp,bucket_id
SRR30899501,SAMN44081175,SRX26302906,PRJNA1169681,59813,Mycolicibacterium novocastrense,Mycobacterium novocastrense,JCM_18114,C00018275,7a89e75b-6657-474a-819e-40997ba906ae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/001/SRR30899501/SRR30899501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/001/SRR30899501/SRR30899501_2.fastq.gz,ee2190fd-c41b-4964-aff5-e02b08448f78
SRR30899504,SAMN44081172,SRX26302903,PRJNA1169681,1767,Mycobacterium intracellulare,Mycobacterium intracellulare,NCTC_10425,C00018355,b275005a-af6f-495b-bc11-e1669bac7d2e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/004/SRR30899504/SRR30899504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/004/SRR30899504/SRR30899504_2.fastq.gz,09503919-11b3-45ed-b131-c085b3503760
SRR30899403,SAMN44081156,SRX26303004,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_00523,C00018341,c4eb678f-54ae-4f07-82ee-ae0dabb0add5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/003/SRR30899403/SRR30899403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/003/SRR30899403/SRR30899403_2.fastq.gz,0ad81645-ccf5-4dd1-ab9e-a2f56f557a28
SRR30899505,SAMN44081171,SRX26302902,PRJNA1169681,81858,Mycolicibacterium elephantis,Mycobacterium elephantis,JCM_12406,C00018314,dec0a2af-3a15-478e-9c7c-4c43dc92ade9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/005/SRR30899505/SRR30899505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/005/SRR30899505/SRR30899505_2.fastq.gz,f82d9bf2-c5c4-48b1-b168-b4e0807d17ac
SRR30899404,SAMN44081155,SRX26303003,PRJNA1169681,701042,Mycobacterium marseillense,Mycobacterium marseillense,JCM_17324,C00018332,7be22342-31e7-46b4-9bdd-9dc82059a1f4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/004/SRR30899404/SRR30899404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/004/SRR30899404/SRR30899404_2.fastq.gz,bab60fc4-9caa-4f71-8d00-34cd190daf15
SRR30899507,SAMN44081169,SRX26302900,PRJNA1169681,1795,Mycolicibacterium neoaurum,Mycobacterium neoaurum,NCTC_10818,C00016626,a661c066-71b5-4b40-b074-96c01f670193,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/007/SRR30899507/SRR30899507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/007/SRR30899507/SRR30899507_2.fastq.gz,8c718cba-d6b2-4ca2-9c51-3ca4a091f0e0
SRR30899409,SAMN44081150,SRX26302998,PRJNA1169681,33894,Mycobacterium tuberculosis variant africanum,Mycobacterium africanum,CIP105147,C00021874,73ce4b65-8afb-4116-b1d1-f7b1b9ae080a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/009/SRR30899409/SRR30899409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/009/SRR30899409/SRR30899409_2.fastq.gz,73ce4b65-8afb-4116-b1d1-f7b1b9ae080a
SRR30899413,SAMN44081121,SRX26302994,PRJNA1169681,228909,Mycobacterium hackensackense,Mycobacterium hackensackense,DSM_44833,C00018213,343aba45-e19e-4cd0-bba8-91a1b9e65b3b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/013/SRR30899413/SRR30899413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/013/SRR30899413/SRR30899413_2.fastq.gz,9ff63307-4377-4634-9b5b-51d9308b939d
SRR30899508,SAMN44081168,SRX26302899,PRJNA1169681,2099321,[Mycobacterium] chelonae subsp. chelonae,Mycobacterium chelonae subsp. chelonae,DSM_44159,C00018208,155a5c79-5f88-44cc-abba-a957c3371ac8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/008/SRR30899508/SRR30899508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/008/SRR30899508/SRR30899508_2.fastq.gz,95d06e8a-e94d-4157-964c-9821395eaf8d
SRR30899416,SAMN44081118,SRX26302991,PRJNA1169681,39688,Mycolicibacterium duvalii,Mycobacterium duvalii,JCM_6396,C00018339,98fbbd54-e3d2-491e-b761-60aedf803bcf,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/016/SRR30899416/SRR30899416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/016/SRR30899416/SRR30899416_2.fastq.gz,bc40d11c-15f4-43f9-a2e2-1473850ffb69
SRR30899510,SAMN44081068,SRX26302897,PRJNA1169681,152142,Mycolicibacterium holsaticum,Mycobacterium holsaticum,JCM_12374,C00018232,50f268ce-78d1-4ff1-99e6-f1327bc3ac5e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/010/SRR30899510/SRR30899510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/010/SRR30899510/SRR30899510_2.fastq.gz,4adf4b82-2ff7-4e8f-b2e2-570167dcf568
SRR30899417,SAMN44081117,SRX26302990,PRJNA1169681,115862,Mycobacterium tuberculosis variant caprae,Mycobacterium caprae,CIP_105776,C00018205,a25043e5-6027-4977-87fb-3e76a249356a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/017/SRR30899417/SRR30899417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/017/SRR30899417/SRR30899417_2.fastq.gz,4614aaf2-3010-47ec-a9ef-5c33345d6258
SRR30899418,SAMN44081063,SRX26302989,PRJNA1169681,388459,Mycolicibacterium crocinum,Mycobacterium crocinum,JCM_16369,C00018330,29575ec5-5570-49dc-a05c-db6b3cb008b7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/018/SRR30899418/SRR30899418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/018/SRR30899418/SRR30899418_2.fastq.gz,c8684de8-702a-4f91-bc77-55851c14ecd0
SRR30899518,SAMN44081159,SRX26302889,PRJNA1169681,154654,Mycobacterium montefiorense,Mycobacterium montefiorense,DSM_44602,C00018303,775ce4bd-9fcf-41bd-b2bb-8178f5192165,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/018/SRR30899518/SRR30899518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/018/SRR30899518/SRR30899518_2.fastq.gz,c2b655ab-0f90-4475-93d6-666babeb9169
SRR30899421,SAMN44081114,SRX26302986,PRJNA1169681,1765,Mycobacterium tuberculosis variant bovis,Mycobacterium bovis subsp. bovis,CIP_105234,C00018204,baa99c29-ff5b-4b62-aea0-4fd7089c5d3e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/021/SRR30899421/SRR30899421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/021/SRR30899421/SRR30899421_2.fastq.gz,71cf5c82-c58c-4d6a-b536-9f8c26a59d76
SRR30899422,SAMN44081113,SRX26302985,PRJNA1169681,36814,Mycolicibacterium rhodesiae,Mycobacterium rhodesiae,NCTC_10779,C00016623,79e296e1-607a-49fa-a566-5567b4b05cbb,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/022/SRR30899422/SRR30899422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/022/SRR30899422/SRR30899422_2.fastq.gz,f417c505-2b41-4494-9e38-6ad3fad9cdcb
SRR30899428,SAMN44081107,SRX26302979,PRJNA1169681,318424,Mycolicibacterium rufum,Mycobacterium rufum,JCM_16372,C00018331,5c76b6f3-caa0-4dc4-91df-8251d5e64788,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/028/SRR30899428/SRR30899428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/028/SRR30899428/SRR30899428_2.fastq.gz,f98678ca-23fd-44f5-9cf7-991a5cec7197
SRR30899430,SAMN44081106,SRX26302977,PRJNA1169681,590652,Mycobacterium paraseoulense,Mycobacterium paraseoulense,JCM_16952,C00018270,bd6702d1-68cb-446b-b783-73ef2df8d67e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/030/SRR30899430/SRR30899430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/030/SRR30899430/SRR30899430_2.fastq.gz,0622d292-7410-4819-89d0-f0865f84d7ba
SRR30899436,SAMN44081100,SRX26302971,PRJNA1169681,53376,Mycobacterium heidelbergense,Mycobacterium heidelbergense,JCM_14842,C00018321,43b18a8b-fa11-4841-a188-c316729fd62f,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/036/SRR30899436/SRR30899436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/036/SRR30899436/SRR30899436_2.fastq.gz,9eebc208-5150-4e66-a1f8-d0709447c6cf
SRR30899437,SAMN44081099,SRX26302970,PRJNA1169681,47839,Mycobacterium triplex,Mycobacterium triplex,JCM_14744,C00018320,4a3bf9a2-58d3-4e17-bb70-9d4cb630eae2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/037/SRR30899437/SRR30899437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/037/SRR30899437/SRR30899437_2.fastq.gz,b66fd7b1-1107-4841-a564-d029bd19815f
SRR30899438,SAMN44081098,SRX26302969,PRJNA1169681,212765,Mycolicibacterium madagascariense,Mycobacterium madagascariense,JCM_13574,C00018318,66b5afe9-1b27-4fa4-a766-3c590b8b4ff1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/038/SRR30899438/SRR30899438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/038/SRR30899438/SRR30899438_2.fastq.gz,8735072d-63c6-4fc1-ae35-f86978beffd6
SRR30899439,SAMN44081097,SRX26302968,PRJNA1169681,1768,Mycobacterium kansasii,Mycobacterium kansasii,NCTC_10268,C00016627,032675f6-86e4-4802-a21e-00272fb68667,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/039/SRR30899439/SRR30899439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/039/SRR30899439/SRR30899439_2.fastq.gz,0229f89c-2cef-47d6-8d72-6b73fcfcc129
SRR30899440,SAMN44081061,SRX26302967,PRJNA1169681,1801,Mycolicibacterium diernhoferi,Mycobacterium diernhoferi,JCM_6371,C00018277,7bf820b6-8cc7-4baf-a9e3-4e95879392ec,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/040/SRR30899440/SRR30899440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/040/SRR30899440/SRR30899440_2.fastq.gz,c6d72657-4a02-4eb4-8eb5-e3c263550a67
SRR30899442,SAMN44081095,SRX26302965,PRJNA1169681,292462,Mycobacterium florentinum,Mycobacterium florentinum,JCM_14740,C00018251,c49b354c-f82b-43c3-8d84-06b81821576c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/042/SRR30899442/SRR30899442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/042/SRR30899442/SRR30899442_2.fastq.gz,39d59f65-fda9-47c0-a515-fd3c98cc32c9
SRR30899447,SAMN44081090,SRX26302960,PRJNA1169681,1799,Mycolicibacterium aichiense,Mycobacterium aichiense,NCTC_10820,C00016638,aff27553-a97c-49f3-8021-1d4cf0c2a499,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/047/SRR30899447/SRR30899447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/047/SRR30899447/SRR30899447_2.fastq.gz,e23f476c-0d09-461e-93c6-c000c5e633b0
SRR30899448,SAMN44081089,SRX26302959,PRJNA1169681,1806,Mycobacterium tuberculosis variant microti,Mycobacterium microti,NCTC_08710,C00018288,093610b4-81fb-4a35-bf8e-1196efca08f9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/048/SRR30899448/SRR30899448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/048/SRR30899448/SRR30899448_2.fastq.gz,070af218-c447-4d3a-9c28-cd563bd81bf6
SRR30899453,SAMN44081085,SRX26302954,PRJNA1169681,512402,Mycolicibacter heraklionensis,Mycobacterium heraklionense,NCTC_13432,C00018244,6d95d19d-c4a1-4c6e-b198-4cab34094cd6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/053/SRR30899453/SRR30899453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/053/SRR30899453/SRR30899453_2.fastq.gz,f86eccd9-db32-443d-a90b-a688c2b52faf
SRR30899454,SAMN44081084,SRX26302953,PRJNA1169681,1788,Mycolicibacter terrae,Mycobacterium terrae,NCTC_10856,C00018361,e6f69d37-7b1a-4e4e-b95b-dd5fe6983af9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/054/SRR30899454/SRR30899454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/054/SRR30899454/SRR30899454_2.fastq.gz,7791885e-3d9b-4803-a132-5f204b9cfff4
SRR30899456,SAMN44081082,SRX26302951,PRJNA1169681,1782,Mycolicibacter nonchromogenicus,Mycobacterium nonchromogenicum,NCTC_10424,C00016644,d2528092-0e39-433c-8844-7d98fd13ed6b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/056/SRR30899456/SRR30899456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/056/SRR30899456/SRR30899456_2.fastq.gz,11a943db-38f9-46b0-bb45-e971efd699f8
SRR30899460,SAMN44081078,SRX26302947,PRJNA1169681,110539,Mycolicibacterium vanbaalenii,Mycobacterium vanbaalenii,JCM_13017,C00018240,360f17a1-3273-4168-a6d0-74a2cd78bcad,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/060/SRR30899460/SRR30899460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/060/SRR30899460/SRR30899460_2.fastq.gz,ebce42aa-d73a-4ee0-9731-1a9f9492a7fa
SRR30899467,SAMN44081072,SRX26302940,PRJNA1169681,1792,Mycolicibacterium chitae,Mycobacterium chitae,NCTC_10495,C00016610,c3adfa90-25c8-41c7-a232-048960d4202a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/067/SRR30899467/SRR30899467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/067/SRR30899467/SRR30899467_2.fastq.gz,ebf01831-f968-4359-b903-6da552300125
SRR32024527,SAMN46230632,SRX27375028,PRJNA1169681,1802,Mycolicibacterium farcinogenes,Mycobacterium farcinogenes,NCTC_4524,C00016655,d0f0d28b-e00d-4731-bafc-216f4f679e05,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/027/SRR32024527/SRR32024527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/027/SRR32024527/SRR32024527_2.fastq.gz,5faf002d-ba85-40ee-9aa0-581021b46b3c
SRR30899469,SAMN44081066,SRX26302938,PRJNA1169681,339268,Mycobacterium colombiense,Mycobacterium colombiense,JCM_16228,C00018265,cadc0a47-b85c-4329-a495-656776771d35,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/069/SRR30899469/SRR30899469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/069/SRR30899469/SRR30899469_2.fastq.gz,39a5ee92-c61c-41cd-9a6b-967a8ac77fbb
SRR30899477,SAMN44081139,SRX26302930,PRJNA1169681,120959,Mycobacterium kubicae,Mycobacterium kubicae,JCM_13573,C00018247,ce6dd236-7dc6-4586-97cc-6537e4f46443,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/077/SRR30899477/SRR30899477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/077/SRR30899477/SRR30899477_2.fastq.gz,f3dc8f9f-bd76-4fe1-b5ac-01e30a44b804
SRR30899485,SAMN44081132,SRX26302922,PRJNA1169681,547163,Mycolicibacterium vulneris,Mycobacterium vulneris,JCM_18115,C00018276,fb314b44-442c-4b78-9198-d6c873a62f29,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/085/SRR30899485/SRR30899485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/085/SRR30899485/SRR30899485_2.fastq.gz,dbea8fdd-918f-485d-a9d1-053e376b9e5e
SRR30899488,SAMN44081129,SRX26302919,PRJNA1169681,1776,Mycolicibacterium flavescens,Mycobacterium flavescens,NCTC_10271,C00016657,5f827cdd-9518-4820-9acd-92128b0bffde,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/088/SRR30899488/SRR30899488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/088/SRR30899488/SRR30899488_2.fastq.gz,5c0596da-e5b2-46e9-a2e0-2d2e6d7e1d07
SRR30899492,SAMN44081126,SRX26302915,PRJNA1169681,169765,Mycobacterium lacus,Mycobacterium lacus,JCM_15657,C00018260,3aff0455-03be-4369-8051-6912cce7de9a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/092/SRR30899492/SRR30899492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/092/SRR30899492/SRR30899492_2.fastq.gz,0a17cbfa-ded8-4f9d-b154-500c29d7c866
SRR30899497,SAMN44081070,SRX26302910,PRJNA1169681,28047,Mycolicibacterium confluentis,Mycobacterium confluentis,JCM_13671,C00018248,0823e830-bb2b-4761-8530-3412979c644e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/097/SRR30899497/SRR30899497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/097/SRR30899497/SRR30899497_2.fastq.gz,d3f1f6f0-2457-4910-ade8-4465a036eada
SRR32024528,SAMN46230631,SRX27375027,PRJNA1169681,144549,Mycolicibacterium fortuitum subsp. fortuitum,Mycobacterium fortuitum subsp. fortuitum,NCTC_3631,C00016660,bb681df3-f5c0-44bb-839c-b3d6900bca6a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/028/SRR32024528/SRR32024528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/028/SRR32024528/SRR32024528_2.fastq.gz,5acad814-e337-4086-b310-769d3e0480aa
SRR30899503,SAMN44081173,SRX26302904,PRJNA1169681,280871,Mycolicibacterium llatzerense,Mycobacterium llatzerense,JCM_16229,C00018329,294e2236-43a9-4e6d-b7ac-6fbd3acfaeed,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/003/SRR30899503/SRR30899503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/003/SRR30899503/SRR30899503_2.fastq.gz,3cb985ad-4378-46ad-9218-a1b05f083b2a
SRR30899511,SAMN44081166,SRX26302896,PRJNA1169681,98668,Mycolicibacterium septicum,Mycobacterium septicum,JCM_14743,C00018253,2bb921f2-aec6-40c6-ae68-092b44822886,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/011/SRR30899511/SRR30899511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/011/SRR30899511/SRR30899511_2.fastq.gz,de45d962-d082-450d-a2a2-d671908d46d8
SRR30899515,SAMN44081162,SRX26302892,PRJNA1169681,110505,Mycobacterium heckeshornense,Mycobacterium heckeshornense,JCM_15655,C00018258,61afd126-c2b5-49bd-b552-8ab4141db460,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/015/SRR30899515/SRR30899515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/015/SRR30899515/SRR30899515_2.fastq.gz,7684a89c-c0f2-4d32-9cb7-de1354a8abad
SRR30899517,SAMN44081160,SRX26302890,PRJNA1169681,29313,Mycobacterium shimoidei,Mycobacterium shimoidei,JCM_12376,C00018234,1206399d-957e-426b-a111-502b775f9c79,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/017/SRR30899517/SRR30899517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/017/SRR30899517/SRR30899517_2.fastq.gz,67973631-f3d4-4ff7-882d-b991effb4855
SRR30899520,SAMN44081157,SRX26302887,PRJNA1169681,56425,Mycobacterium bohemicum,Mycobacterium bohemicum,JCM_12402,C00018312,b3929697-50df-4de3-894a-f6534db2a82c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/020/SRR30899520/SRR30899520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/020/SRR30899520/SRR30899520_2.fastq.gz,3a26fee5-a8f8-4633-af43-bdb99c0b3ca9
SRR30899521,SAMN44081067,SRX26302886,PRJNA1169681,370524,Mycolicibacterium pallens,Mycobacterium pallens,JCM_16370,C00018268,d7c5eb5f-172e-4b63-b82e-9b34bd3f8d78,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/021/SRR30899521/SRR30899521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/021/SRR30899521/SRR30899521_2.fastq.gz,90296912-2b32-4dce-a2e0-e416c6c1d13a
SRR30899522,SAMN44081058,SRX26302885,PRJNA1169681,1810,Mycolicibacterium vaccae,Mycobacterium vaccae,NCTC_10916,C00016616,c464a95a-db1e-4a2d-a36d-fa43db6898c0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/022/SRR30899522/SRR30899522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/022/SRR30899522/SRR30899522_2.fastq.gz,ee366f1f-2dd7-42be-9c99-89b62170b75d
SRR30899523,SAMN44081057,SRX26302884,PRJNA1169681,46351,Mycolicibacterium hassiacum,Mycobacterium hassiacum,JCM_12690,C00018237,256eadc5-3482-4695-a4e6-c99f4fd3d35c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/023/SRR30899523/SRR30899523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/023/SRR30899523/SRR30899523_2.fastq.gz,2154523e-0a40-4a0b-aa7b-5ce0aa0020f0
SRR32024523,SAMN46230636,SRX27375032,PRJNA1169681,2099321,[Mycobacterium] chelonae subsp. chelonae,Mycobacterium chelonae subsp. chelonae,NCTC_946,C00016665,8a1bbf90-e0d2-4e67-afc3-b26577c341d4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/023/SRR32024523/SRR32024523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/023/SRR32024523/SRR32024523_2.fastq.gz,3c963fae-db9f-4030-8993-746b93791bf3
SRR32024524,SAMN46230635,SRX27375031,PRJNA1169681,144549,Mycolicibacterium fortuitum subsp. fortuitum,Mycobacterium fortuitum subsp. fortuitum,NCTC_8697,C00016658,36116f01-d096-424a-9aae-6b1fe409ddc6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/024/SRR32024524/SRR32024524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/024/SRR32024524/SRR32024524_2.fastq.gz,26159c04-68a4-42fe-bfe1-ac914e0fd678
SRR32024536,SAMN46230624,SRX27375019,PRJNA1169681,1767,Mycobacterium intracellulare,Mycobacterium intracellulare,NCTC_13025,C00016628,d34d68c7-f60a-489c-9d00-a0fc5b17c4cc,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/036/SRR32024536/SRR32024536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/036/SRR32024536/SRR32024536_2.fastq.gz,378b21ff-84a2-42e6-be18-7a56769e9d73
SRR32024537,SAMN46230623,SRX27375018,PRJNA1169681,1768,Mycobacterium kansasii,Mycobacterium kansasii,NCTC_13024,C00016647,da27ac0f-e19c-485d-a4dc-a974d2d1f466,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/037/SRR32024537/SRR32024537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/037/SRR32024537/SRR32024537_2.fastq.gz,b226b9b8-7df0-4ee5-b24f-eb75c2746e5c
SRR32024529,SAMN46230630,SRX27375026,PRJNA1169681,144549,Mycolicibacterium fortuitum subsp. fortuitum,Mycobacterium fortuitum subsp. fortuitum,NCTC_2891,C00016661,5862f8ce-16da-4cc9-9d9c-0bbc7344669b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/029/SRR32024529/SRR32024529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/029/SRR32024529/SRR32024529_2.fastq.gz,9bd3fdec-2728-4e8b-9dee-0fd1dabeefa6
SRR32024538,SAMN46230622,SRX27375017,PRJNA1169681,1833,Rhodococcus erythropolis,Rhodococcus erythropolis,NCTC_13021,C00018295,80412861-3ebb-486b-9fea-3ae6a8d99595,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/038/SRR32024538/SRR32024538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/038/SRR32024538/SRR32024538_2.fastq.gz,e32e01f5-ee56-4f5e-ab1b-59eac9c13574
SRR32024549,SAMN46230612,SRX27375006,PRJNA1169681,1802,Mycolicibacterium farcinogenes,Mycobacterium farcinogenes,NCTC_10955,C00016656,006bc3d4-d474-4abe-947f-b41c92191da1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/049/SRR32024549/SRR32024549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/049/SRR32024549/SRR32024549_2.fastq.gz,bfbac45c-797f-420e-a865-6ef95152aadf
SRR32024530,SAMN46230629,SRX27375025,PRJNA1169681,144549,Mycolicibacterium fortuitum subsp. fortuitum,Mycobacterium fortuitum subsp. fortuitum,NCTC_2291,C00016662,ebd279cf-7b04-4296-9f48-020af6d12249,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/030/SRR32024530/SRR32024530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/030/SRR32024530/SRR32024530_2.fastq.gz,cea8baf4-0ed8-47ad-9a49-67f1c55dd462
SRR32024551,SAMN46230610,SRX27375004,PRJNA1169681,1787,Mycobacterium szulgai,Mycobacterium szulgai,NCTC_10831,C00018360,7bdd9892-2f8c-49c1-9dda-616dfc19fb7e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/051/SRR32024551/SRR32024551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/051/SRR32024551/SRR32024551_2.fastq.gz,a5cde50b-b5a3-494e-8f6a-d2414a699499
SRR32024533,SAMN46230546,SRX27375022,PRJNA1169681,486698,Mycobacterium riyadhense,Mycobacterium riyadhense,DSM_45176,C00018222,600a21aa-8583-439d-9db1-3477658a8446,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/033/SRR32024533/SRR32024533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/033/SRR32024533/SRR32024533_2.fastq.gz,595466a8-87aa-4acc-a25e-06a5186fc324
SRR32024552,SAMN46230609,SRX27375003,PRJNA1169681,1787,Mycobacterium szulgai,Mycobacterium szulgai,NCTC_10829,C00018358,cc16eac6-cb41-4e36-a609-ee7203ba54fb,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/052/SRR32024552/SRR32024552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/052/SRR32024552/SRR32024552_2.fastq.gz,e3b771d5-5217-4eda-8cef-7de12397c039
