run_accession,sample_accession,experiment_accession,study_accession,tax_id,scientific_name,walker_taxon,strain,comid,library_name,fastq_ftp,bucket_id
SRR32024544,SAMN46230545,SRX27375011,PRJNA1169681,1203599,Mycobacterium intracellulare subsp. yongonense,Mycobacterium yongonense,DSM_45126,C00018220,d959a7a3-24c7-466e-94b7-743326109bda,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/044/SRR32024544/SRR32024544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/044/SRR32024544/SRR32024544_2.fastq.gz,43e3df26-73be-4d56-826a-2c694a734e2d
SRR32024547,SAMN46230614,SRX27375008,PRJNA1169681,3393511,Mycobacterium selandiae,Mycobacterium selandiae,NCTC_11054,C00016622,e5d7fef7-8fa8-46a4-a2b8-4f187ed1833d,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/047/SRR32024547/SRR32024547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/047/SRR32024547/SRR32024547_2.fastq.gz,7b27e86b-05ff-4f2b-974c-2173a94df3e3
SRR32024548,SAMN46230613,SRX27375007,PRJNA1169681,3393511,Mycobacterium selandiae,Mycobacterium selandiae,NCTC_11053,C00016621,16f66a92-4bb4-4048-a05d-b5ec345f0b15,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/048/SRR32024548/SRR32024548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/048/SRR32024548/SRR32024548_2.fastq.gz,8e736d8b-41d8-4cdc-bfdc-2a3a294f7bcb
SRR32024550,SAMN46230611,SRX27375005,PRJNA1169681,36809,Mycobacteroides abscessus,Mycobacterium abscessus,NCTC_10882,C00016666,41bc645f-78a6-42b5-906d-e25a0de92dd2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/050/SRR32024550/SRR32024550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/050/SRR32024550/SRR32024550_2.fastq.gz,fe56b8ed-0d29-4ed0-b3ed-966ac5f02901
SRR32024557,SAMN46230605,SRX27374998,PRJNA1169681,3393505,Mycobacterium intracellulare NCTC 10574,Mycobacterium brunense,NCTC_10574,C00016630,07aaf9d5-a7cb-4cc7-84c0-77fd1e7903ff,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/057/SRR32024557/SRR32024557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/057/SRR32024557/SRR32024557_2.fastq.gz,2f3a62d3-94f5-493a-8292-b0b3d8d1d6d6
SRR32024559,SAMN46230603,SRX27374996,PRJNA1169681,2492438,Mycobacterium novum,Mycobacterium novum,NCTC_10496,C00018357,132bfc23-29f6-42f6-82b3-9aaa6f209ee9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/059/SRR32024559/SRR32024559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/059/SRR32024559/SRR32024559_2.fastq.gz,45a5c57e-4ab9-446a-a1cd-f5e9b12e517e
SRR32024561,SAMN46230601,SRX27374994,PRJNA1169681,1809,Mycobacterium ulcerans,Mycobacterium ulcerans,NCTC_10468,C00018356,aae8f5fc-5f9e-4dbb-a40d-fa36bb3f5ba0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/061/SRR32024561/SRR32024561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/061/SRR32024561/SRR32024561_2.fastq.gz,d1fede02-72a5-460f-85c4-8e4b5e163282
SRR32024563,SAMN46230599,SRX27374992,PRJNA1169681,1791,Mycolicibacterium aurum,Mycobacterium aurum,NCTC_10439,C00016613,531edbc1-512d-4e4f-910e-f8790584e138,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/063/SRR32024563/SRR32024563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/063/SRR32024563/SRR32024563_2.fastq.gz,784fc5f2-2850-4e36-b775-6d3ea88bb68b
SRR32024564,SAMN46230598,SRX27374991,PRJNA1169681,1791,Mycolicibacterium aurum,Mycobacterium aurum,NCTC_10438,C00016612,822a2afb-9b18-4f61-8d3c-44f648713386,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/064/SRR32024564/SRR32024564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/064/SRR32024564/SRR32024564_2.fastq.gz,cf2e2a13-a364-4a7b-bb69-00e1f2798442
SRR32024565,SAMN46230597,SRX27374990,PRJNA1169681,3393504,Mycobacterium [tomidae] NCTC 10428,Mycobacterium tomidae,NCTC_10428,C00016642,bf0052ad-e434-4dbe-8d7d-0535ff8c9142,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/065/SRR32024565/SRR32024565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/065/SRR32024565/SRR32024565_2.fastq.gz,7898aba2-19c5-46ae-8fef-05a068a889c1
SRR32024571,SAMN46230592,SRX27374984,PRJNA1169681,1771,Mycolicibacterium phlei,Mycobacterium phlei,NCTC_10266,C00016624,21fd8532-6afd-470a-ad70-82749db40bbf,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/071/SRR32024571/SRR32024571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/071/SRR32024571/SRR32024571_2.fastq.gz,52d31c94-1891-4776-877f-bdcf0151928f
SRR32024575,SAMN46230588,SRX27374980,PRJNA1169681,1781,Mycobacterium marinum,Mycobacterium marinum,NCTC_10010,C00016650,1fe75cbc-7860-473a-9534-ff2daf45c60c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/075/SRR32024575/SRR32024575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/075/SRR32024575/SRR32024575_2.fastq.gz,da7e3c38-c645-4d7f-aade-f9d609bd15e3
SRR32024577,SAMN46230542,SRX27374978,PRJNA1169681,242737,Mycobacterium neglectum,Mycobacterium neglectum,DSM_44756,C00018305,b8aae2de-0c3f-4c5a-80ad-f16ab8247cfe,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/077/SRR32024577/SRR32024577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/077/SRR32024577/SRR32024577_2.fastq.gz,0277dc7c-f39e-467f-aa64-990ba03ad634
SRR32024578,SAMN46230586,SRX27374977,PRJNA1169681,44454,Mycobacterium avium subsp. avium,Mycobacterium avium subsp. avium,NCTC_08559,C00016640,7a093239-419f-434e-8dfb-8cbacc110ca4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/078/SRR32024578/SRR32024578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/078/SRR32024578/SRR32024578_2.fastq.gz,bd0ff37d-255d-4c01-bf05-526a27997b8f
SRR32024579,SAMN46230585,SRX27374976,PRJNA1169681,44454,Mycobacterium avium subsp. avium,Mycobacterium avium subsp. avium,NCTC_08553,C00016641,67978ffc-e306-4066-a363-266861f3fc0b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/079/SRR32024579/SRR32024579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/079/SRR32024579/SRR32024579_2.fastq.gz,9a37b660-4822-46a8-9913-11221d95cf41
SRR32024580,SAMN46230584,SRX27374975,PRJNA1169681,44454,Mycobacterium avium subsp. avium,Mycobacterium avium subsp. avium,NCTC_08552,C00016634,d29bd9db-442e-4c8a-8cbd-84a60ecbab53,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/080/SRR32024580/SRR32024580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/080/SRR32024580/SRR32024580_2.fastq.gz,af54d78b-eda1-4cee-80d9-c07afe5198c2
SRR32024581,SAMN46230583,SRX27374974,PRJNA1169681,44454,Mycobacterium avium subsp. avium,Mycobacterium avium subsp. avium,NCTC_08551,C00016635,c97d3152-5d31-4513-a63d-e242a673e188,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/081/SRR32024581/SRR32024581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/081/SRR32024581/SRR32024581_2.fastq.gz,cc2d6b40-6744-4ca8-8154-4cfc35a46f68
SRR32024587,SAMN46230577,SRX27374968,PRJNA1169681,1771,Mycolicibacterium phlei,Mycobacterium phlei,NCTC_08151,C00018345,ad6122d2-e70f-463b-8c1c-4820f45ac436,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/087/SRR32024587/SRR32024587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/087/SRR32024587/SRR32024587_2.fastq.gz,9a960eed-a6a5-4c2e-90dd-5be6e483a0b4
SRR32024588,SAMN46230541,SRX27374967,PRJNA1169681,134601,Mycolicibacterium goodii,Mycobacterium goodii,DSM_44492,C00018211,809999d8-f2be-49c9-a4d1-de6ce76fd541,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/088/SRR32024588/SRR32024588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/088/SRR32024588/SRR32024588_2.fastq.gz,839a0e14-1e98-489a-b2fa-23800f5ae899
SRR32024591,SAMN46230574,SRX27374964,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_03821,C00018343,b6684432-3725-423e-b039-5605d7422a18,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/091/SRR32024591/SRR32024591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/091/SRR32024591/SRR32024591_2.fastq.gz,daf77bed-5d61-44cf-98a0-71bda46fddc5
SRR32024593,SAMN46230572,SRX27374962,PRJNA1169681,1719,Corynebacterium pseudotuberculosis,Corynebacterium pseudotuberculosis,NCTC_03450,C00018286,2fe1cb79-80de-4804-abdc-56a3395112cd,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/093/SRR32024593/SRR32024593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/093/SRR32024593/SRR32024593_2.fastq.gz,edc845f9-87b1-4427-a8ee-b7187d5c4903
SRR32024598,SAMN46230567,SRX27374957,PRJNA1169681,39688,Mycolicibacterium duvalii,Mycobacterium duvalii,NCTC00358,C00021875,5df70c67-c8fc-4c1c-ac5e-7e2d5e4e7224,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/098/SRR32024598/SRR32024598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/098/SRR32024598/SRR32024598_2.fastq.gz,5df70c67-c8fc-4c1c-ac5e-7e2d5e4e7224
SRR32024605,SAMN46230561,SRX27374950,PRJNA1169681,701041,Mycobacterium bouchedurhonense,Mycobacterium bouchedurhonense,JCM_17323,C00018271,5d5c321a-45ae-43ac-9553-87e86a675f70,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR32024605/SRR32024605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR32024605/SRR32024605_2.fastq.gz,0ecfa8d8-076f-4e36-89f2-a7b6bb4b2e59
SRR32024616,SAMN46230551,SRX27374939,PRJNA1169681,28045,Mycobacterium celatum,Mycobacterium celatum,JCM_12373,C00018231,8dd4c439-5580-4295-b1fc-40c825b433e4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/016/SRR32024616/SRR32024616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/016/SRR32024616/SRR32024616_2.fastq.gz,9278bc15-8a74-4ced-8209-52a0f1ad963d
SRR32024618,SAMN46230549,SRX27374937,PRJNA1169681,49897,Mycolicibacterium hodleri,Mycobacterium hodleri,JCM_12141,C00018310,e7f589b0-25dc-4940-96f3-add8fc79fca5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/018/SRR32024618/SRR32024618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/018/SRR32024618/SRR32024618_2.fastq.gz,59f7dbf1-c5f7-47d5-a19a-6e56ea77b9d8
SRR32024621,SAMN46230538,SRX27374934,PRJNA1169681,44282,Mycobacterium avium subsp. silvaticum,Mycobacterium avium subsp. silvaticum,DSM_44175,C00018298,78194e59-419f-4a3e-85de-87af3f7d9342,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/021/SRR32024621/SRR32024621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/021/SRR32024621/SRR32024621_2.fastq.gz,60569b60-cef4-4ddd-94d0-1761f0add045
SRR30899407,SAMN44081152,SRX26303000,PRJNA1169681,240125,Mycobacterium parascrofulaceum,Mycobacterium parascrofulaceum,JCM_13015,C00018238,0f98eee1-be6c-485e-bdab-6b594f5cbbd6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/007/SRR30899407/SRR30899407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/007/SRR30899407/SRR30899407_2.fastq.gz,d3b38efc-dbf8-4ad7-8c09-05d44c350492
SRR30899408,SAMN44081151,SRX26302999,PRJNA1169681,1787,Mycobacterium szulgai,Mycobacterium szulgai,NCTC_10830,C00018359,521ce23f-1574-4c29-80ef-5d53904d0dbd,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/008/SRR30899408/SRR30899408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/008/SRR30899408/SRR30899408_2.fastq.gz,eb2c7440-f12a-411d-8b82-a37b123f8b92
SRR30899411,SAMN44081148,SRX26302996,PRJNA1169681,470074,Mycobacterium angelicum,Mycobacterium angelicum,DSM_45057,C00018216,ce6eb8bd-3c13-48cb-8cbb-664bafc6daee,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/011/SRR30899411/SRR30899411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/011/SRR30899411/SRR30899411_2.fastq.gz,034cf25c-31c4-406e-aa62-3febe62485f4
SRR30899414,SAMN44081120,SRX26302993,PRJNA1169681,318425,Mycolicibacterium aromaticivorans,Mycobacterium aromaticivorans,JCM_16368,C00018267,859a1211-a61c-430b-aea1-caadae215388,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/014/SRR30899414/SRR30899414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/014/SRR30899414/SRR30899414_2.fastq.gz,8b163ce6-1028-416a-a9f1-07c125489fe3
SRR30899415,SAMN44081119,SRX26302992,PRJNA1169681,2492438,Mycobacterium novum,Mycobacterium novum,NCTC_10486,C00018293,be7f278f-57a2-4f5f-9b88-55f17f1192a8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/015/SRR30899415/SRR30899415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/015/SRR30899415/SRR30899415_2.fastq.gz,ae5d7acb-fd5f-4120-a65f-cf941961af6a
SRR30899419,SAMN44081116,SRX26302988,PRJNA1169681,67081,Mycolicibacterium alvei,Mycobacterium alvei,JCM_12272,C00018311,5252d6cf-452a-4b3d-9099-4cb187deb705,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/019/SRR30899419/SRR30899419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/019/SRR30899419/SRR30899419_2.fastq.gz,1ae69ecd-f733-4792-abba-8ba1edbae860
SRR30899420,SAMN44081115,SRX26302987,PRJNA1169681,53462,Mycolicibacterium mageritense,Mycobacterium mageritense,JCM_12375,C00018233,fe38938a-5a74-48c4-b5a3-fd8beb79a96d,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/020/SRR30899420/SRR30899420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/020/SRR30899420/SRR30899420_2.fastq.gz,5eb98009-c9b0-4993-8833-7662714cf49e
SRR30899425,SAMN44081110,SRX26302982,PRJNA1169681,444597,Mycolicibacterium insubricum,Mycobacterium insubricum,JCM_16366,C00018266,ebb32c4a-fd6d-42e3-ae24-f0e472d1dc49,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/025/SRR30899425/SRR30899425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/025/SRR30899425/SRR30899425_2.fastq.gz,f5c02ed7-7b02-498f-a0a9-62ccb094a77d
SRR30899429,SAMN44081062,SRX26302978,PRJNA1169681,1797,Mycolicibacterium thermoresistibile,Mycobacterium thermoresistibile,NCTC_10409,C00016618,0f777eb7-76cb-444d-894b-bda6dcf63f12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/029/SRR30899429/SRR30899429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/029/SRR30899429/SRR30899429_2.fastq.gz,f482a99c-0779-4be4-a15b-32f8f8fccc98
SRR30899432,SAMN44081104,SRX26302975,PRJNA1169681,146021,Mycolicibacterium houstonense,Mycobacterium houstonense,JCM_15656,C00018259,267c356a-5849-47a0-9546-f4e97d9179ed,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/032/SRR30899432/SRR30899432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/032/SRR30899432/SRR30899432_2.fastq.gz,3188fc54-782f-41c3-b57a-07d025e94606
SRR30899441,SAMN44081096,SRX26302966,PRJNA1169681,560555,Mycobacterium mantenii,Mycobacterium mantenii,JCM_18113,C00018274,f72bf12e-7b49-44bf-b1f0-1ec0520319ec,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/041/SRR30899441/SRR30899441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/041/SRR30899441/SRR30899441_2.fastq.gz,16bf8d9a-d1dc-4b7b-a78f-0ee2d82743ed
SRR30899452,SAMN44081086,SRX26302955,PRJNA1169681,342002,Mycolicibacter arupensis,Mycobacterium arupense,DSM_44942,C00018307,01d7f406-8082-409e-a3e8-2c8128e5bc70,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/052/SRR30899452/SRR30899452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/052/SRR30899452/SRR30899452_2.fastq.gz,8f53df7b-b78c-4885-9c87-75fb567b3909
SRR30899457,SAMN44081081,SRX26302950,PRJNA1169681,761804,Mycobacterium europaeum,Mycobacterium europaeum,DSM_45397,C00018309,42cb7f7b-8deb-455e-8b7e-12b8257fc380,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/057/SRR30899457/SRR30899457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/057/SRR30899457/SRR30899457_2.fastq.gz,e06935a9-a879-4277-aad7-965f726213cc
SRR30899459,SAMN44081079,SRX26302948,PRJNA1169681,141349,Mycobacterium lentiflavum,Mycobacterium lentiflavum,JCM_13390,C00018241,17e581fe-18e6-4098-b1c1-9aa578ee458a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/059/SRR30899459/SRR30899459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/059/SRR30899459/SRR30899459_2.fastq.gz,a0456601-4a23-4c8c-a01a-ba801cec95e8
SRR30899461,SAMN44081077,SRX26302946,PRJNA1169681,577492,Mycobacterium paraterrae,Mycobacterium paraterrae,DSM_45127,C00018221,98858fc0-8ec2-414b-9d4b-45a83009e198,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/061/SRR30899461/SRR30899461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/061/SRR30899461/SRR30899461_2.fastq.gz,7ec02a7c-7e81-4895-8747-1a448f38bccc
SRR30899464,SAMN44081075,SRX26302943,PRJNA1169681,36812,Mycobacterium genavense,Mycobacterium genavense,ATCC51234(a),C00017263,5605bf21-2ec6-45c4-b4b7-532535998850,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/064/SRR30899464/SRR30899464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/064/SRR30899464/SRR30899464_2.fastq.gz,5605bf21-2ec6-45c4-b4b7-532535998850
SRR30899468,SAMN44081147,SRX26302939,PRJNA1169681,244292,Mycobacterium nebraskense,Mycobacterium nebraskense,DSM_44803,C00018306,9d30a81b-dfe9-4348-80b4-3321182ad095,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/068/SRR30899468/SRR30899468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/068/SRR30899468/SRR30899468_2.fastq.gz,6dddfb58-4d6c-491a-b9af-c40d7ecfff09
SRR30899470,SAMN44081146,SRX26302937,PRJNA1169681,222805,Mycobacterium intracellulare subsp. chimaera,Mycobacterium chimaera,JCM_14737,C00018319,6f08ea69-deba-404c-a1a3-fcd56d9661bb,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/070/SRR30899470/SRR30899470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/070/SRR30899470/SRR30899470_2.fastq.gz,8d7beb6e-33c7-4151-b88d-636163347933
SRR30899471,SAMN44081145,SRX26302936,PRJNA1169681,1781,Mycobacterium marinum,Mycobacterium marinum,NCTC_10009,C00016649,3cc14274-1056-4ac7-b025-9db44dd416a1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/071/SRR30899471/SRR30899471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/071/SRR30899471/SRR30899471_2.fastq.gz,cd445d56-0460-477b-b149-59a990b9da72
SRR30899472,SAMN44081144,SRX26302935,PRJNA1169681,190147,[Mycobacterium] manitobense,Mycobacterium manitobense,DSM_44615,C00018304,4d448a95-0631-4dd6-8aeb-92f44b46fc84,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/072/SRR30899472/SRR30899472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/072/SRR30899472/SRR30899472_2.fastq.gz,e78f4683-a35f-48ba-84bc-b68be0aa9b52
SRR30899473,SAMN44081143,SRX26302934,PRJNA1169681,425468,Mycobacterium arosiense,Mycobacterium arosiense,DSM_45069,C00018308,e54f54cb-b15a-409e-8a44-fb353a462bd3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/073/SRR30899473/SRR30899473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/073/SRR30899473/SRR30899473_2.fastq.gz,d7fc215e-15d3-4a7f-a523-c4776a0b01e2
SRR30899475,SAMN44081141,SRX26302932,PRJNA1169681,1790,Mycobacterium asiaticum,Mycobacterium asiaticum,JCM_6409,C00018282,9fa570fd-2e07-4a02-951f-ad0764fa877b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/075/SRR30899475/SRR30899475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/075/SRR30899475/SRR30899475_2.fastq.gz,c0a8030c-2b3d-438d-a1e0-5fd9cdc6bc79
SRR30899476,SAMN44081140,SRX26302931,PRJNA1169681,146018,Mycolicibacterium neworleansense,Mycobacterium neworleansense,JCM_15659,C00018262,1d30df53-c67d-4529-b96e-9de8a733c621,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/076/SRR30899476/SRR30899476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/076/SRR30899476/SRR30899476_2.fastq.gz,e13a82e8-db58-4104-a6ff-ed94a92f3e6c
SRR30899478,SAMN44081138,SRX26302929,PRJNA1169681,258533,Mycolicibacterium cosmeticum,Mycobacterium cosmeticum,JCM_14739,C00018250,25213c24-dbe6-4e52-9e2b-570d98c846cb,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/078/SRR30899478/SRR30899478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/078/SRR30899478/SRR30899478_2.fastq.gz,efc7ee96-b73f-4d74-bd77-849dfe0cdf09
SRR30899481,SAMN44081136,SRX26302926,PRJNA1169681,398694,Mycobacterium shinjukuense,Mycobacterium shinjukuense,JCM_14233,C00018249,965f1eba-5db0-46a6-b0eb-a972bb8774ff,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/081/SRR30899481/SRR30899481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/081/SRR30899481/SRR30899481_2.fastq.gz,4a4b2671-2c93-492d-9fd2-0556448b4f9f
SRR30899483,SAMN44081134,SRX26302924,PRJNA1169681,37916,Mycolicibacterium chlorophenolicum,Mycobacterium chlorophenolicum,JCM_7439,C00018283,976e0eff-6ef6-496a-8ef0-496dd59d3533,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/083/SRR30899483/SRR30899483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/083/SRR30899483/SRR30899483_2.fastq.gz,7a318af9-ffa1-47db-b0fd-1833ba9b0807
SRR30899487,SAMN44081130,SRX26302920,PRJNA1169681,319707,Mycolicibacterium aubagnense,Mycobacterium aubagnense,JCM_15296,C00018322,b851704b-8147-4e83-98b9-46f6fc110dfa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/087/SRR30899487/SRR30899487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/087/SRR30899487/SRR30899487_2.fastq.gz,53391c13-336b-4fd6-a698-1a14c60eec9d
SRR30899489,SAMN44081128,SRX26302918,PRJNA1169681,85968,Mycolicibacterium brumae,Mycobacterium brumae,DSM_44177,C00018299,f0a49937-6fb9-4fe8-a45c-e495e91bd113,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/089/SRR30899489/SRR30899489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/089/SRR30899489/SRR30899489_2.fastq.gz,dee4b847-9e98-4b63-9cac-62972bedda68
SRR30899491,SAMN44081064,SRX26302916,PRJNA1169681,1771,Mycolicibacterium phlei,Mycobacterium phlei,NCTC_10008,C00018351,687f3754-771e-46f3-9951-fa649af6c037,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/091/SRR30899491/SRR30899491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/091/SRR30899491/SRR30899491_2.fastq.gz,ded1734e-2571-4446-8c98-6f9ea95dbfb5
SRR30899495,SAMN44081123,SRX26302912,PRJNA1169681,564198,Mycolicibacterium bacteremicum,Mycobacterium bacteremicum,DSM_45578,C00018228,ee8e61f4-05ef-495a-8f1b-2b2e81cc828a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/095/SRR30899495/SRR30899495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/095/SRR30899495/SRR30899495_2.fastq.gz,4b727b84-879d-48b3-83e5-05bea712486f
SRR30899499,SAMN44081069,SRX26302908,PRJNA1169681,39689,Mycobacterium gallinarum,Mycobacterium gallinarum,JCM_6399,C00018340,1979f484-5597-4716-8b17-feb136aac656,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/099/SRR30899499/SRR30899499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/099/SRR30899499/SRR30899499_2.fastq.gz,5f266ae4-751e-4069-a9e8-895f9b857d10
SRR30899500,SAMN44081176,SRX26302907,PRJNA1169681,33895,Mycobacterium interjectum,Mycobacterium interjectum,DSMZ44064,C00021876,aca3de0f-4fdc-42bc-8a79-d314ec5e4673,ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/000/SRR30899500/SRR30899500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/000/SRR30899500/SRR30899500_2.fastq.gz,aca3de0f-4fdc-42bc-8a79-d314ec5e4673
